Name,Description,HazmatClass
UN2356,2-Chloropropane,3
UN2357,Cyclohexylamine,8
UN2358,Cyclooctatetraene,3
UN2359,Diallylamine,3
UN2360,Diallylether,3
UN2361,Diisobutylamine,3
UN2362,"1,1-Dichloroethane",3
UN2363,Ethyl mercaptan,3
UN2364,n-Propyl benzene,3
UN2366,Diethyl carbonate,3
UN2367,Methylvaleraldehyde,3
UN2368,alpha-Pinene,3
UN2370,1-Hexene,3
UN2371,Isopentenes,3
UN2372,"1,2-Di-(dimethylamino)ethane",3
UN2373,Diethoxymethane,3
UN2374,"3,3-Diethoxypropene",3
UN2375,Diethyl sulfide,3
UN2376,"2,3-Dihydropyran",3
UN2377,"1,1-Dimethoxyethane",3
UN2378,2-Dimethylaminoacetonitrile,3
UN2379,"1,3-Dimethylbutylamine",3
UN2380,Dimethyldiethoxysilane,3
UN2381,Dimethyl disulfide,3
UN2382,"Dimethylhydrazine, symmetrical",6.1
UN2383,Dipropylamine,3
UN2384,Di-n-propyl ether,3
UN2385,Ethyl isobutyrate,3
UN2386,1-Ethylpiperidine,3
UN2387,Fluorobenzene,3
UN2388,Fluorotoluenes,3
UN2389,Furan,3
UN2390,2-Iodobutane,3
UN2391,Iodomethylpropanes,3
UN2392,Iodopropanes,3
UN2393,Isobutyl formate,3
UN2394,Isobutyl propionate,3
UN2395,Isobutyryl chloride,3
UN2396,"Methacrylaldehyde, stabilized",3
UN2397,3-Methylbutan-2-one,3
UN2398,Methyl tert-butyl ether,3
UN2399,1-Methylpiperidine,3
UN2400,Methyl isovalerate,3
UN2401,Piperidine,8
UN2402,Propanethiols,3
UN2403,Isopropenyl acetate,3
UN2404,Propionitrile,3
UN2405,Isopropyl butyrate,3
UN2406,Isopropyl isobutyrate,3
UN2407,Isopropyl chloroformate,6.1
UN2409,Isopropyl propionate,3
UN2410,"1,2,3,6-Tetrahydropyridine",3
UN2411,Butyronitrile,3
UN2412,Tetrahydrothiophene,3
UN2413,Tetrapropylorthotitanate,3
UN2414,Thiophene,3
UN2416,Trimethyl borate,3
UN2417,Carbonyl fluoride,2.3
UN2418,Sulfur tetrafluoride,2.3
UN2419,Bromotrifluoroethylene,2.1
UN2420,Hexafluoroacetone,2.3
UN2421,Nitrogen trioxide,2.3
UN2422,Octafluorobut-2-ene or Refrigerant gas R 1318,2.2
UN2424,Octafluoropropane or Refrigerant gas R 218,2.2
UN2426,"Ammonium nitrate, liquid (hot concentrated solution)",5.1
UN2427,"Potassium chlorate, aqueous solution",5.1
UN2427,"Potassium chlorate, aqueous solution",5.1
UN2428,"Sodium chlorate, aqueous solution",5.1
UN2428,"Sodium chlorate, aqueous solution",5.1
UN2429,Calcium chlorate aqueous solution,5.1
UN2429,Calcium chlorate aqueous solution,5.1
UN2430,"Alkylphenols, solid, n.o.s. (including C2-C12 homologues)",8
UN2430,"Alkylphenols, solid, n.o.s. (including C2-C12 homologues)",8
UN2430,"Alkylphenols, solid, n.o.s. (including C2-C12 homologues)",8
UN2431,Anisidines,6.1
UN2432,"N, N-Diethylaniline",6.1
UN2433,"Chloronitrotoluenes, liquid",6.1
UN2434,Dibenzyldichlorosilane,8
UN2435,Ethylphenyldichlorosilane,8
UN2436,Thioacetic acid,3
UN2437,Methylphenyldichlorosilane,8
UN2438,Trimethylacetyl chloride,6.1
UN2439,Sodium hydrogendifluoride,8
UN2440,Stannic chloride pentahydrate,8
UN2441,"Titanium trichloride, pyrophoric or Titanium trichloride mixtures, pyrophoric",4.2
UN2442,Trichloroacetyl chloride,8
UN2443,Vanadium oxytrichloride,8
UN2444,Vanadium tetrachloride,8
UN2446,"Nitrocresols, solid",6.1
UN2447,"Phosphorus white, molten",4.2
UN2448,"Sulfur, molten",4.1
UN2451,Nitrogen trifluoride,2.2
UN2452,"Ethylacetylene, stabilized",2.1
UN2453,Ethyl fluoride or Refrigerant gas R161,2.1
UN2454,"Methyl fluoride, or Refrigerant gas R 41",2.1
UN2456,2-Chloropropene,3
UN2457,"2,3-Dimethylbutane",3
UN2458,Hexadienes,3
UN2459,2-Methyl-1-butene,3
UN2460,2-Methyl-2-butene,3
UN2461,Methylpentadienes,3
UN2463,Aluminum hydride,4.3
UN2464,Beryllium nitrate,5.1
UN2465,"Dichloroisocyanuric acid, dry or Dichloroisocyanuric acid salts",5.1
UN2466,Potassium superoxide,5.1
UN2468,"Trichloroisocyanuric acid, dry",5.1
UN2469,Zinc bromate,5.1
UN2470,"Phenylacetonitrile, liquid",6.1
UN2471,Osmium tetroxide,6.1
UN2473,Sodium arsanilate,6.1
UN2474,Thiophosgene,6.1
UN2475,Vanadium trichloride,8
UN2477,Methyl isothiocyanate,6.1
UN2478,"Isocyanates, flammable, toxic, n.o.s. or Isocyanate solutions, flammable, toxic, n.o.s. flash point less than 23 degrees C",3
UN2478,"Isocyanates, flammable, toxic, n.o.s. or Isocyanate solutions, flammable, toxic, n.o.s. flash point less than 23 degrees C",3
UN2480,Methyl isocyanate,6.1
UN2481,Ethyl isocyanate,3
UN2482,n-Propyl isocyanate,6.1
UN2483,Isopropyl isocyanate,3
UN2484,tert-Butyl isocyanate,6.1
UN2485,n-Butyl isocyanate,6.1
UN2486,Isobutyl isocyanate,3
UN2487,Phenyl isocyanate,6.1
UN2488,Cyclohexyl isocyanate,6.1
UN2490,Dichloroisopropyl ether,6.1
UN2491,Ethanolamine or Ethanolamine solutions,8
UN2493,Hexamethyleneimine,3
UN2495,Iodine pentafluoride,5.1
UN2496,Propionic anhydride,8
UN2498,"1,2,3,6-Tetrahydrobenzaldehyde",3
UN2501,"Tris-(1-aziridinyl)phosphine oxide, solution",6.1
UN2501,"Tris-(1-aziridinyl)phosphine oxide, solution",6.1
UN2502,Valeryl chloride,8
UN2503,Zirconium tetrachloride,8
UN2504,Tetrabromoethane,6.1
UN2505,Ammonium fluoride,6.1
UN2506,Ammonium hydrogen sulfate,8
UN2507,"Chloroplatinic acid, solid",8
UN2508,Molybdenum pentachloride,8
UN2509,Potassium hydrogen sulfate,8
UN2511,2-Chloropropionic acid,8
UN2512,Aminophenols (o-; m-; p-),6.1
UN2513,Bromoacetyl bromide,8
UN2514,Bromobenzene,3
UN2515,Bromoform,6.1
UN2516,Carbon tetrabromide,6.1
UN2517,"1-Chloro-1,1-difluoroethane or Refrigerant gas R 142b",2.1
UN2518,"1,5,9-Cyclododecatriene",6.1
UN2520,Cyclooctadienes,3
UN2521,"Diketene, stabilized",6.1
UN2522,2-Dimethylaminoethyl methacrylate,6.1
UN2524,Ethyl orthoformate,3
UN2525,Ethyl oxalate,6.1
UN2526,Furfurylamine,3
UN2527,"Isobutyl acrylate, stabilized",3
UN2528,Isobutyl isobutyrate,3
UN2529,Isobutyric acid,3
UN2531,"Methacrylic acid, stabilized",8
UN2533,Methyl trichloroacetate,6.1
UN2534,Methylchlorosilane,2.3
UN2535,4-Methylmorpholine or n-methylmorpholine,3
UN2536,Methyltetrahydrofuran,3
UN2538,Nitronaphthalene,4.1
UN2541,Terpinolene,3
UN2542,Tributylamine,6.1
UN2545,"Hafnium powder, dry",4.2
UN2545,"Hafnium powder, dry",4.2
UN2545,"Hafnium powder, dry",4.2
UN2546,"Titanium powder, dry",4.2
UN2546,"Titanium powder, dry",4.2
UN2546,"Titanium powder, dry",4.2
UN2547,Sodium superoxide,5.1
UN2548,Chlorine pentafluoride,2.3
UN2552,"Hexafluoroacetone hydrate, liquid",6.1
UN2554,Methyl allyl chloride,3
UN2555,"Nitrocellulose with water with not less than 25 percent water, by mass",4.1
UN2556,"Nitrocellulose with alcohol with not less than 25 percent alcohol by mass, and with not more than 12.6 percent nitrogen, by dry mass",4.1
UN2557,"Nitrocellulose, with not more than 12.6 percent nitrogen, by dry mass mixture with or without plasticizer, with or without pigment ",4.1
UN2558,Epibromohydrin,6.1
UN2560,2-Methylpentan-2-ol,3
UN2561,3-Methyl-1-butene,3
UN2564,"Trichloroacetic acid, solution",8
UN2564,"Trichloroacetic acid, solution",8
UN2565,Dicyclohexylamine,8
UN2567,Sodium pentachlorophenate,6.1
UN2570,Cadmium compounds,6.1
UN2570,Cadmium compounds,6.1
UN2570,Cadmium compounds,6.1
UN2571,Alkylsulfuric acids,8
UN2572,Phenylhydrazine,6.1
UN2573,Thallium chlorate,5.1
UN2574,Tricresyl phosphate with more than 3 percent ortho isomer,6.1
UN2576,"Phosphorus oxybromide, molten",8
UN2577,Phenylacetyl chloride,8
UN2578,Phosphorus trioxide,8
UN2579,Piperazine,8
UN2580,"Aluminum bromide, solution",8
UN2581,"Aluminum chloride, solution",8
UN2582,"Ferric chloride, solution",8
UN2583,"Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid, with more than 5 percent free sulfuric acid",8
UN2584,"Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with more than 5 percent free sulfuric acid",8
UN2585,"Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid with not more than 5 percent free sulfuric acid",8
UN2586,"Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with not more than 5 percent free sulfuric acid",8
UN2587,Benzoquinone,6.1
UN2588,"Pesticides, solid, toxic, n.o.s.",6.1
UN2588,"Pesticides, solid, toxic, n.o.s.",6.1
UN2588,"Pesticides, solid, toxic, n.o.s.",6.1
UN2589,Vinyl chloroacetate,6.1
UN2590,"White asbestos (chrysotile, actinolite, anthophyllite, tremolite)",9
UN2591,"Xenon, refrigerated liquid (cryogenic liquids)",2.2
UN2599,Chlorotrifluoromethane and trifluoromethane azeotropic mixture or Refrigerant gas R 503 with approximately 60 percent chlorotrifluoromethane,2.2
UN2601,Cyclobutane,2.1
UN2602,Dichlorodifluoromethane and difluoroethane azeotropic mixture or Refrigerant gas R 500 with approximately 74 percent dichlorodifluoromethane,2.2
UN2603,Cycloheptatriene,3
UN2604,Boron trifluoride diethyl etherate,8
UN2605,Methoxymethyl isocyanate,3
UN2606,Methyl orthosilicate,6.1
UN2607,"Acrolein dimer, stabilized",3
UN2608,Nitropropanes,3
UN2609,Triallyl borate,6.1
UN2610,Triallylamine,3
UN2611,Propylene chlorohydrin,6.1
UN2612,Methyl propyl ether,3
UN2614,Methallyl alcohol,3
UN2615,Ethyl propyl ether,3
UN2616,Triisopropyl borate,3
UN2616,Triisopropyl borate,3
UN2617,"Methylcyclohexanols, flammable",3
UN2618,"Vinyltoluenes, stabilized",3
UN2619,Benzyldimethylamine,8
UN2620,Amyl butyrates,3
UN2621,Acetyl methyl carbinol,3
UN2622,Glycidaldehyde,3
UN2623,"Firelighters, solid with flammable liquid",4.1
UN2624,Magnesium silicide,4.3
UN2626,"Chloric acid aqueous solution, with not more than 10 percent chloric acid",5.1
UN2627,"Nitrites, inorganic, n.o.s.",5.1
UN2628,Potassium fluoroacetate,6.1
UN2629,Sodium fluoroacetate,6.1
UN2630,Selenates or Selenites,6.1
UN2642,Fluoroacetic acid,6.1
UN2643,Methyl bromoacetate,6.1
UN2644,Methyl iodide,6.1
UN2645,Phenacyl bromide,6.1
UN2646,Hexachlorocyclopentadiene,6.1
UN2647,Malononitrile,6.1
UN2648,"1,2-Dibromobutan-3-one",6.1
UN2649,"1,3-Dichloroacetone",6.1
UN2650,"1,1-Dichloro-1-nitroethane",6.1
UN2651,"4,4'-Diaminodiphenyl methane",6.1
UN2653,Benzyl iodide,6.1
UN2655,Potassium fluorosilicate,6.1
UN2656,Quinoline,6.1
UN2657,Selenium disulfide,6.1
UN2659,Sodium chloroacetate,6.1
UN2660,Nitrotoluidines (mono),6.1
UN2661,Hexachloroacetone,6.1
UN2664,Dibromomethane,6.1
UN2667,Butyltoluenes,6.1
UN2668,Chloroacetonitrile,6.1
UN2669,Chlorocresols solution,6.1
UN2669,Chlorocresols solution,6.1
UN2670,Cyanuric chloride,8
UN2671,Aminopyridines (o-; m-; p-),6.1
UN2672,"Ammonia solutions, relative density between 0.880 and 0.957 at 15 degrees C in water, with more than 10 percent but not more than 35 percent ammonia",8
UN2673,2-Amino-4-chlorophenol,6.1
UN2674,Sodium fluorosilicate,6.1
UN2676,Stibine,2.3
UN2677,Rubidium hydroxide solution,8
UN2677,Rubidium hydroxide solution,8
UN2678,Rubidium hydroxide,8
UN2679,"Lithium hydroxide, solution",8
UN2679,"Lithium hydroxide, solution",8
UN2680,Lithium hydroxide,8
UN2681,Caesium hydroxide solution,8
UN2681,Caesium hydroxide solution,8
UN2682,Caesium hydroxide,8
UN2683,Ammonium sulfide solution,8
UN2684,3-Diethylamino-propylamine,3
UN2685,"N,N-Diethylethylenediamine",8
UN2686,2-Diethylaminoethanol,8
UN2687,Dicyclohexylammonium nitrite,4.1
UN2688,1-Bromo-3-chloropropane,6.1
UN2689,Glycerol alpha-monochlorohydrin,6.1
UN2690,N-n-Butyl imidazole,6.1
UN2691,Phosphorus pentabromide,8
UN2692,Boron tribromide,8
UN2693,"Bisulfites, aqueous solutions, n.o.s.",8
UN2698,Tetrahydrophthalic anhydrides with more than 0.05 percent of maleic anhydride,8
UN2699,Trifluoroacetic acid,8
UN2705,1-Pentol,8
UN2707,Dimethyldioxanes,3
UN2707,Dimethyldioxanes,3
UN2709,Butyl benzenes,3
UN2710,Dipropyl ketone,3
UN2713,Acridine,6.1
UN2714,Zinc resinate,4.1
UN2715,Aluminum resinate,4.1
UN2716,"1,4-Butynediol",6.1
UN2717,"Camphor, synthetic",4.1
UN2719,Barium bromate,5.1
UN2720,Chromium nitrate,5.1
UN2721,Copper chlorate,5.1
UN2722,Lithium nitrate,5.1
UN2723,Magnesium chlorate,5.1
UN2724,Manganese nitrate,5.1
UN2725,Nickel nitrate,5.1
UN2726,Nickel nitrite,5.1
UN2727,Thallium nitrate,6.1
UN2728,Zirconium nitrate,5.1
UN2729,Hexachlorobenzene,6.1
UN2730,"Nitroanisole, liquid",6.1
UN2732,"Nitrobromobenzenes, liquid",6.1
UN2733,"Amines, flammable, corrosive, n.o.s. or Polyamines, flammable, corrosive, n.o.s.",3
UN2733,"Amines, flammable, corrosive, n.o.s. or Polyamines, flammable, corrosive, n.o.s.",3
UN2733,"Amines, flammable, corrosive, n.o.s. or Polyamines, flammable, corrosive, n.o.s.",3
UN2734,"Amines, liquid, corrosive, flammable, n.o.s. or Polyamines, liquid, corrosive, flammable, n.o.s.",8
UN2734,"Amines, liquid, corrosive, flammable, n.o.s. or Polyamines, liquid, corrosive, flammable, n.o.s.",8
UN2735,"Amines, liquid, corrosive, n.o.s, or Polyamines, liquid, corrosive, n.o.s.",8
UN2735,"Amines, liquid, corrosive, n.o.s, or Polyamines, liquid, corrosive, n.o.s.",8
UN2735,"Amines, liquid, corrosive, n.o.s, or Polyamines, liquid, corrosive, n.o.s.",8
UN2738,N-Butylaniline,6.1
UN2739,Butyric anhydride,8
UN2740,n-Propyl chloroformate,6.1
UN2741,Barium hypochlorite with more than 22 percent available chlorine,5.1
UN2742,"Chloroformates, toxic, corrosive, flammable, n.o.s.",6.1
UN2743,n-Butyl chloroformate,6.1
UN2744,Cyclobutyl chloroformate,6.1
UN2745,Chloromethyl chloroformate,6.1
UN2746,Phenyl chloroformate,6.1
UN2747,tert-Butylcyclohexylchloroformate,6.1
UN2748,2-Ethylhexyl chloroformate,6.1
UN2749,Tetramethylsilane,3
UN2750,"1,3-Dichloropropanol-2",6.1
UN2751,Diethylthiophosphoryl chloride,8
UN2752,"1,2-Epoxy-3-ethoxypropane",3
UN2753,N-Ethylbenzyltoluidines liquid,6.1
UN2754,N-Ethyltoluidines,6.1
UN2757,"Carbamate pesticides, solid, toxic",6.1
UN2757,"Carbamate pesticides, solid, toxic",6.1
UN2757,"Carbamate pesticides, solid, toxic",6.1
UN2758,"Carbamate pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2758,"Carbamate pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2759,"Arsenical pesticides, solid, toxic",6.1
UN2759,"Arsenical pesticides, solid, toxic",6.1
UN2759,"Arsenical pesticides, solid, toxic",6.1
UN2760,"Arsenical pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2760,"Arsenical pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2761,"Organochlorine pesticides, solid, toxic",6.1
UN2761,"Organochlorine pesticides, solid, toxic",6.1
UN2761,"Organochlorine pesticides, solid, toxic",6.1
UN2762,"Organochlorine pesticides liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2762,"Organochlorine pesticides liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2763,"Triazine pesticides, solid, toxic",6.1
UN2763,"Triazine pesticides, solid, toxic",6.1
UN2763,"Triazine pesticides, solid, toxic",6.1
UN2764,"Triazine pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2764,"Triazine pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2771,"Thiocarbamate pesticides, solid, toxic",6.1
UN2771,"Thiocarbamate pesticides, solid, toxic",6.1
UN2771,"Thiocarbamate pesticides, solid, toxic",6.1
UN2772,"Thiocarbamate pesticide, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2772,"Thiocarbamate pesticide, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2775,"Copper based pesticides, solid, toxic",6.1
UN2775,"Copper based pesticides, solid, toxic",6.1
UN2775,"Copper based pesticides, solid, toxic",6.1
UN2776,"Copper based pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2776,"Copper based pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2777,"Mercury based pesticides, solid, toxic",6.1
UN2777,"Mercury based pesticides, solid, toxic",6.1
UN2777,"Mercury based pesticides, solid, toxic",6.1
UN2778,"Mercury based pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2778,"Mercury based pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2779,"Substituted nitrophenol pesticides, solid, toxic",6.1
UN2779,"Substituted nitrophenol pesticides, solid, toxic",6.1
UN2779,"Substituted nitrophenol pesticides, solid, toxic",6.1
UN2780,"Substituted nitrophenol pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2780,"Substituted nitrophenol pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2781,"Bipyridilium pesticides, solid, toxic",6.1
UN2781,"Bipyridilium pesticides, solid, toxic",6.1
UN2781,"Bipyridilium pesticides, solid, toxic",6.1
UN2782,"Bipyridilium pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2782,"Bipyridilium pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2783,"Organophosphorus pesticides, solid, toxic",6.1
UN2783,"Organophosphorus pesticides, solid, toxic",6.1
UN2783,"Organophosphorus pesticides, solid, toxic",6.1
UN2784,"Organophosphorus pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2784,"Organophosphorus pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2785,4-Thiapentanal,6.1
UN2786,"Organotin pesticides, solid, toxic",6.1
UN2786,"Organotin pesticides, solid, toxic",6.1
UN2786,"Organotin pesticides, solid, toxic",6.1
UN2787,"Organotin pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2787,"Organotin pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN2788,"Organotin compounds, liquid, n.o.s.",6.1
UN2788,"Organotin compounds, liquid, n.o.s.",6.1
UN2788,"Organotin compounds, liquid, n.o.s.",6.1
UN2789,"Acetic acid, glacial or Acetic acid solution, with more than 80 percent acid, by mass",8
UN2790,"Acetic acid solution, not less than 50 percent but not more than 80 percent acid, by mass",8
UN2790,"Acetic acid solution, with more than 10 percent and less than 50 percent acid, by mass",8
UN2793,Ferrous metal borings or Ferrous metal shavings or Ferrous metal turnings or Ferrous metal cuttings in a form liable to self-heating,4.2
UN2794,"Batteries, wet, filled with acid, electric storage",8
UN2795,"Batteries, wet, filled with alkali, electric storage",8
UN2796,"Battery fluid, acid",8
UN2796,Sulfuric acid with not more than 51% acid,8
UN2797,"Battery fluid, alkali",8
UN2798,Phenyl phosphorus dichloride,8
UN2799,Phenyl phosphorus thiodichloride,8
UN2800,"Batteries, wet, non-spillable, electric storage",8
UN2801,"Dyes, liquid, corrosive, n.o.s. or Dye intermediates, liquid, corrosive, n.o.s.",8
UN2801,"Dyes, liquid, corrosive, n.o.s. or Dye intermediates, liquid, corrosive, n.o.s.",8
UN2801,"Dyes, liquid, corrosive, n.o.s. or Dye intermediates, liquid, corrosive, n.o.s.",8
UN2802,Copper chloride,8
UN2803,Gallium,8
UN2805,"Lithium hydride, fused solid",4.3
UN2806,Lithium nitride,4.3
UN2809,Mercury,8
UN2809,Mercury contained in manufactured articles,8
UN2810,"Toxic, liquids, organic, n.o.s.",6.1
UN2810,"Toxic, liquids, organic, n.o.s.",6.1
UN2810,"Toxic, liquids, organic, n.o.s.",6.1
UN2811,"Toxic solids, organic, n.o.s.",6.1
UN2811,"Toxic solids, organic, n.o.s.",6.1
UN2811,"Toxic solids, organic, n.o.s.",6.1
UN2812,"Sodium aluminate, solid",8
UN2813,"Water-reactive solid, n.o.s.",4.3
UN2813,"Water-reactive solid, n.o.s.",4.3
UN2813,"Water-reactive solid, n.o.s.",4.3
UN2814,"Infectious substances, affecting humans",6.2
UN2815,N-Aminoethylpiperazine,8
UN2817,"Ammonium hydrogendifluoride, solution",8
UN2817,"Ammonium hydrogendifluoride, solution",8
UN2818,"Ammonium polysulfide, solution",8
UN2818,"Ammonium polysulfide, solution",8
UN2819,Amyl acid phosphate,8
UN2820,Butyric acid,8
UN2821,Phenol solutions,6.1
UN2821,Phenol solutions,6.1
UN2822,2-Chloropyridine,6.1
UN2823,"Crotonic acid, solid",8
UN2826,Ethyl chlorothioformate,8
UN2829,Caproic acid,8
UN2830,Lithium ferrosilicon,4.3
UN2831,"1,1,1-Trichloroethane",6.1
UN2834,Phosphorous acid,8
UN2835,Sodium aluminum hydride,4.3
UN2837,"Bisulfate, aqueous solution",8
UN2837,"Bisulfate, aqueous solution",8
UN2838,"Vinyl butyrate, stabilized",3
UN2839,Aldol,6.1
UN2840,Butyraldoxime,3
UN2841,Di-n-amylamine,3
UN2842,Nitroethane,3
UN2844,Calcium manganese silicon,4.3
UN2845,"Pyrophoric liquids, organic, n.o.s.",4.2
UN2846,"Pyrophoric solids, organic, n.o.s.",4.2
UN2849,3-Chloropropanol-1,6.1
UN2850,Propylene tetramer,3
UN2851,Boron trifluoride dihydrate,8
UN2852,"Dipicryl sulfide, wetted with not less than 10 percent water, by mass",4.1
UN2853,Magnesium fluorosilicate,6.1
UN2854,Ammonium fluorosilicate,6.1
UN2855,Zinc fluorosilicate,6.1
UN2856,"Fluorosilicates, n.o.s.",6.1
UN2857,"Refrigerating machines, containing non-flammable, non-toxic gases or ammonia solutions (UN2672).",2.2
UN2858,"Zirconium, dry, coiled wire, finished metal sheets, strip (thinner than 254 microns but not thinner than 18 microns)",4.1
UN2859,Ammonium metavanadate,6.1
UN2861,Ammonium polyvanadate,6.1
UN2862,"Vanadium pentoxide, non-fused form",6.1
UN2863,Sodium ammonium vanadate,6.1
UN2864,Potassium metavanadate,6.1
UN2865,Hydroxylamine sulfate,8
UN2869,Titanium trichloride mixtures,8
UN2869,Titanium trichloride mixtures,8
UN2870,Aluminum borohydride or Aluminum borohydride in devices,4.2
UN2871,Antimony powder,6.1
UN2872,Dibromochloropropane,6.1
UN2872,Dibromochloropropane,6.1
UN2873,Dibutylaminoethanol,6.1
UN2874,Furfuryl alcohol,6.1
UN2875,Hexachlorophene,6.1
UN2876,Resorcinol,6.1
UN2878,Titanium sponge granules or Titanium sponge powders,4.1
UN2879,Selenium oxychloride,8
UN2880,"Calcium hypochlorite, hydrated or Calcium hypochlorite, hydrated mixtures, with not less than 5.5 percent but not more than 10 percent water",5.1
UN2880,"Calcium hypochlorite, hydrated or Calcium hypochlorite, hydrated mixtures, with not less than 5.5 percent but not more than 16 percent water",5.1
UN2881,"Metal catalyst, dry",4.2
UN2881,"Metal catalyst, dry",4.2
UN2881,"Metal catalyst, dry",4.2
UN2900,"Infectious substances, affecting animals only",6.2
UN2901,Bromine chloride,2.3
UN2902,"Pesticides, liquid, toxic, n.o.s.",6.1
UN2902,"Pesticides, liquid, toxic, n.o.s.",6.1
UN2902,"Pesticides, liquid, toxic, n.o.s.",6.1
UN2903,"Pesticides, liquid, toxic, flammable, n.o.s. flash point not less than 23 degrees C",6.1
UN2903,"Pesticides, liquid, toxic, flammable, n.o.s. flash point not less than 23 degrees C",6.1
UN2903,"Pesticides, liquid, toxic, flammable, n.o.s. flash point not less than 23 degrees C",6.1
UN2904,"Chlorophenolates, liquid or Phenolates, liquid",8
UN2905,"Chlorophenolates, solid or Phenolates, solid",8
UN2907,"Isosorbide dinitrate mixture with not less than 60 percent lactose, mannose, starch or calcium hydrogen phosphate",4.1
UN2908,"Radioactive material, excepted package-empty packaging",7
UN2909,"Radioactive material, excepted package-articles manufactured from natural uranium or depleted uranium or natural thorium",7
UN2910,"Radioactive material, excepted package-limited quantity of material",7
UN2911,"Radioactive material, excepted package-instruments or articles",7
UN2912,"Radioactive material, low specific activity (LSA-I) non fissile or fissile-excepted",7
UN2913,"Radioactive material, surface contaminated objects (SCO-I or SCO-II) non fissile or fissile-excepted",7
UN2915,"Radioactive material, Type A package non-special form, non fissile or fissile-excepted",7
UN2916,"Radioactive material, Type B(U) package non fissile or fissile-excepted",7
UN2917,"Radioactive material, Type B(M) package non fissile or fissile-excepted",7
UN2919,"Radioactive material, transported under special arrangement, non fissile or fissile excepted",7
UN2920,"Corrosive liquids, flammable, n.o.s.",8
UN2920,"Corrosive liquids, flammable, n.o.s.",8
UN2921,"Corrosive solids, flammable, n.o.s.",8
UN2921,"Corrosive solids, flammable, n.o.s.",8
UN2922,"Corrosive liquids, toxic, n.o.s.",8
UN2922,"Corrosive liquids, toxic, n.o.s.",8
UN2922,"Corrosive liquids, toxic, n.o.s.",8
UN2923,"Corrosive solids, toxic, n.o.s.",8
UN2923,"Corrosive solids, toxic, n.o.s.",8
UN2923,"Corrosive solids, toxic, n.o.s.",8
UN2924,"Flammable liquids, corrosive, n.o.s.",3
UN2924,"Flammable liquids, corrosive, n.o.s.",3
UN2924,"Flammable liquids, corrosive, n.o.s.",3
UN2925,"Flammable solids, corrosive, organic, n.o.s.",4.1
UN2925,"Flammable solids, corrosive, organic, n.o.s.",4.1
UN2926,"Flammable solids, toxic, organic, n.o.s.",4.1
UN2926,"Flammable solids, toxic, organic, n.o.s.",4.1
UN2927,"Toxic liquids, corrosive, organic, n.o.s.",6.1
UN2927,"Toxic liquids, corrosive, organic, n.o.s.",6.1
UN2928,"Toxic solids, corrosive, organic, n.o.s.",6.1
UN2928,"Toxic solids, corrosive, organic, n.o.s.",6.1
UN2929,"Toxic liquids, flammable, organic, n.o.s.",6.1
UN2929,"Toxic liquids, flammable, organic, n.o.s.",6.1
UN2930,"Toxic solids, flammable, organic, n.o.s.",6.1
UN2930,"Toxic solids, flammable, organic, n.o.s.",6.1
UN2931,Vanadyl sulfate,6.1
UN2933,Methyl 2-chloropropionate,3
UN2934,Isopropyl 2-chloropropionate,3
UN2935,Ethyl 2-chloropropionate,3
UN2936,Thiolactic acid,6.1
UN2937,"alpha-Methylbenzyl alcohol, liquid",6.1
UN2940,9-Phosphabicyclononanes or Cyclooctadiene phosphines,4.2
UN2941,Fluoroanilines,6.1
UN2942,2-Trifluoromethylaniline,6.1
UN2943,Tetrahydrofurfurylamine,3
UN2945,N-Methylbutylamine,3
UN2946,2-Amino-5-diethylaminopentane,6.1
UN2947,Isopropyl chloroacetate,3
UN2948,3-Trifluoromethylaniline,6.1
UN2949,Sodium hydrosulfide with not less than 25 percent water of crystallization,8
